driver_id,driver_name,join_date,rating,total_rides,earnings
1134,Nakul Boase,2023-11-07,4.38,441,1471.26
1135,Ivana Ray,2022-12-15,3.41,462,2289.88
1136,Adah Varghese,2023-02-28,3.09,447,2818.42
1137,Dishani Thaman,2023-07-29,4.19,268,2659.24
1138,Adah Brar,2023-07-17,4.4,79,2073.13
1139,Pranay Luthra,2023-02-25,4.68,478,3658.85
1140,Shamik Reddy,2023-02-03,3.77,162,4235.11
1141,Vardaniya Iyer,2023-11-04,4.82,232,3696.68
1142,Arhaan Doshi,2022-10-11,4.1,464,2507.38
1143,Zain Bhargava,2022-11-17,3.99,338,2731.15
1144,Fateh Korpal,2022-12-19,3.48,368,3635.51
1145,Lavanya Buch,2022-12-09,4.48,202,1045.35
1146,Gokul Sami,2023-01-30,3.61,326,3936.08
1147,Pihu Apte,2023-02-03,4.23,100,3638.33
1148,Shaan Shanker,2022-02-12,4.59,347,1747.25
1149,Anahi Tella,2022-09-30,4.42,438,3716.45
1150,Kartik Jaggi,2022-08-11,4.64,95,1596.14
1151,Shray Bava,2022-11-25,3.43,165,3994.4
1152,Dhanush Jani,2022-10-13,4.9,262,504.3
1153,Anahi Jhaveri,2023-06-16,3.04,249,4220.83
1154,Alisha Ramakrishnan,2023-02-02,4.44,153,3510.18
1155,Misha Roy,2022-12-16,4.73,175,1284.66
1156,Dharmajan Lalla,2023-10-02,4.74,177,3124.27
1157,Vihaan Lata,2023-07-22,3.01,204,2313.35
1158,Aniruddh Handa,2022-09-15,3.31,465,3958.7
1159,Jivika Sankaran,2023-03-13,3.04,426,4676.73
1160,Kashvi Raju,2023-11-04,4.62,281,2752.05
1161,Sana Chokshi,2022-08-18,4.11,277,600.09
1162,Lakshit Sankar,2022-08-21,4.92,320,4020.3
1163,Nitya Vig,2022-02-10,3.89,199,4832.27
1164,Jivika Kurian,2022-01-09,3.98,458,2243.85
1165,Zara Tella,2023-07-27,4.46,261,1634.49
1166,Onkar Gola,2023-07-26,3.57,59,1116.15
1167,Lavanya Seth,2022-12-11,3.05,257,4976.26
1168,Nehmat Sangha,2022-09-23,4.49,207,4025.73
1169,Sara Contractor,2022-11-20,4.56,145,2040.71
1170,Ela Krishna,2023-07-19,3.24,107,2161.14
1171,Dhanush Yohannan,2022-10-29,4.39,410,3930.27
1172,Zaina Dasgupta,2022-04-10,3.41,187,3091.86
1173,Madhav Gandhi,2023-07-27,4.28,416,1930.62
1174,Aradhya Borah,2023-02-28,4.37,222,3159.16
1175,Hansh Lall,2022-10-19,4.72,424,3096.04
1176,Tarini Dutta,2023-08-04,3.2,82,4793.87
1177,Kartik Bhatnagar,2022-11-18,3.09,393,2265.9
1178,Dhruv Chandra,2023-02-13,4.45,201,3938.76
1179,Ritvik Koshy,2022-11-09,3.7,266,4067.73
1180,Aarna Ganguly,2022-11-24,3.2,367,3241.65
1181,Inaaya  Hari,2023-04-13,4.31,137,1322.15
1182,Stuvan Mander,2022-11-26,4.93,323,3542.33
1183,Shlok Devan,2022-10-27,3.69,82,4452.05
1184,Aarush Bose,2023-07-20,3.44,455,3063.96
1185,Himmat Cherian,2023-11-07,3.38,110,4916.59
1186,Hrishita Maharaj,2023-01-01,3.61,237,4452.24
1187,Aniruddh Bala,2023-03-25,3.14,488,1379.67
1188,Renee Mangal,2023-05-01,4.35,285,2571.6
1189,Keya Mand,2023-04-07,3.24,112,3976.83
1190,Veer Hora,2023-06-18,3.3,272,1305.35
1191,Amira Badami,2023-03-18,3.04,461,4998.2
1192,Yuvaan Khatri,2023-09-01,3.83,267,2860.9
1193,Faiyaz Goyal,2022-09-26,3.26,257,4976.31
1194,Badal Dua,2022-12-30,3.83,221,4437.15
1195,Zaina Rau,2023-09-04,3.66,73,3214.3
1196,Kismat Ramachandran,2023-11-07,3.01,365,1719.33
1197,Aayush Sangha,2023-10-07,4.98,416,1398.79
1198,Indrajit Kibe,2022-12-11,3.96,131,3002.7
1199,Jayesh Barad,2023-08-03,4.07,71,1776.21
1200,Ritvik Dugar,2023-04-20,4.16,55,3437.42
1201,Kiara Devi,2023-07-17,3.19,330,1254.63
1202,Miraan Mand,2023-07-13,3.36,54,3290.72
1203,Alisha Barman,2022-11-30,3.32,439,1295.95
1204,Himmat Hora,2023-06-14,3.65,488,3683.21
1205,Kiaan Zachariah,2022-10-10,4.47,484,3108.52
1206,Nishith Sunder,2022-08-24,3.99,274,578.63
1207,Samaira Raj,2023-04-13,3.4,269,1258.89
1208,Damini Khanna,2022-09-17,3.57,194,3293.36
1209,Inaaya  Chaudhari,2022-10-11,4.05,370,2506.39
1210,Rania Lad,2023-02-07,4.2,301,4989.71
1211,Pihu Kadakia,2022-10-29,4.69,344,3834.8
1212,Vritika Keer,2023-12-07,4.5,401,4754.15
1213,Darshit Chana,2023-05-04,3.63,207,2888.44
1214,Damini Dewan,2022-09-13,4.39,448,3555.05
1215,Ehsaan Ganguly,2022-09-09,3.46,396,2740.4
1216,Mannat Contractor,2022-09-16,3.2,361,3726.04
1217,Rania Sane,2023-05-29,3.76,200,1453.38
1218,Nitara Johal,2023-07-29,3.04,304,742.24
1219,Abram Bhattacharyya,2022-10-10,4.82,142,525.06
1220,Aradhya Basak,2022-09-25,4.08,104,4280.11
1221,Krish Loke,2023-11-05,4.8,342,3909.54
1222,Dhanuk Dara,2023-05-28,4.57,342,877.71
1223,Diya Chahal,2022-10-12,3.19,494,4171.05
1224,Zaina Butala,2023-07-15,4.33,173,501.72
1225,Anahi Shankar,2023-06-15,4.28,474,2990.04
1226,Aradhya Dugar,2022-12-09,4.68,177,4504.73
1227,Riya Dugar,2023-08-04,4.33,77,3249.07
1228,Dhanush Raval,2022-07-10,4.4,201,1059.86
1229,Zeeshan Choudhary,2023-06-23,3.42,271,2234.04
1230,Samaira Sibal,2022-07-10,4.44,342,4051.49
1231,Abram Uppal,2023-12-01,3.92,394,3710.45
1232,Akarsh Aurora,2023-01-14,3.54,446,1949.93
1233,Uthkarsh Dhawan,2022-07-10,4.67,116,3650.76
1234,Shanaya Gera,2023-11-06,4.59,321,2247
1235,Oorja Devan,2023-08-01,3.25,321,3598.6
1236,Hansh Anand,2023-06-29,3.14,92,2449.46
1237,Ehsaan Jha,2023-01-26,3.74,413,2556.56
1238,Kabir Barad,2023-07-08,3.68,168,4202.9
1239,Vihaan Sen,2022-12-14,4.9,164,3838.8
1240,Aarav Borah,2022-08-18,4.23,51,1638.66
1241,Zara Goda,2023-07-03,3.13,435,4260.45
1242,Samarth Lall,2022-12-11,3.78,424,3725.96
1243,Yuvraj  Deo,2023-03-04,3.41,368,4665.55
1244,Ranbir Halder,2023-03-18,4.91,352,2825.11
1245,Vanya Lad,2023-03-26,3.56,62,1299.41
1246,Samaira Suresh,2022-11-22,4.59,452,1573.52
1247,Ira Dey,2023-07-01,3.67,126,1591.23
1248,Abram Sandal,2023-02-14,3.19,479,2259.13
1249,Yashvi Chokshi,2023-05-23,3.22,74,521.91
1250,Bhamini Aggarwal,2023-08-04,3.49,284,2466.36
1251,Priyansh Raval,2022-12-28,3.01,274,1371.1
1252,Tanya Thaman,2022-08-15,3.04,174,3903.83
1253,Vidur Kapoor,2023-02-07,3.26,469,2739.39
1254,Yasmin Sem,2022-10-18,4.38,385,1903.1
1255,Ojas Bhatt,2023-08-03,3.22,260,2702.93
1256,Shaan Bandi,2022-08-25,4.77,266,4490.72
1257,Aayush Aggarwal,2023-07-30,4.71,448,2073.04
1258,Charvi Ravel,2023-03-15,4.66,407,2392.18
1259,Kabir Kara,2022-08-18,3.57,451,602.44
1260,Neelofar Yogi,2022-10-18,4.95,168,1714
1261,Kanav Kalla,2022-01-11,4.9,398,2030.26
1262,Uthkarsh Hegde,2022-10-10,3.76,473,949.98
1263,Pranay Baria,2022-01-12,3.07,60,2124.88
1264,Jiya Kar,2023-02-25,4.3,260,2253.75
1265,Shalv Bhandari,2022-11-15,4.23,76,744.94
1266,Tanya Shah,2023-02-08,4.01,327,3844.91
1267,Eshani Bhatti,2023-05-27,3.54,98,502.24
1268,Shray Char,2023-05-08,4.86,67,1586.92
1269,Reyansh Srinivas,2023-04-15,4.03,416,1409.57
1270,Keya Choudhary,2023-03-01,4.11,151,2674.6
1271,Jayant Sama,2023-05-07,4.61,222,603.89
1272,Yasmin Raja,2022-02-10,4.16,79,4135.17
1273,Kavya Bose,2023-07-29,4.27,321,3205.89
1274,Mohanlal Venkatesh,2022-10-24,4.25,441,641
1275,Anaya Iyer,2022-08-26,4.97,260,2587.98
1276,Nehmat Jha,2023-01-24,4.78,316,1835.13
1277,Elakshi Hegde,2023-11-01,4.4,120,864.08
1278,Lagan Keer,2022-09-19,3.92,332,546.09
1279,Ela Mallick,2023-09-06,3.16,417,1110.23
1280,Emir Sur,2023-06-07,4.32,304,3881.94
1281,Anahita Iyengar,2023-09-06,4.11,418,4886.03
1282,Rohan Uppal,2022-08-27,4.42,264,3902.17
1283,Eva Venkataraman,2023-01-20,3.69,303,1724.96
1284,Rasha Tandon,2023-12-07,3.87,394,2286.06
1285,Sara Bajaj,2023-12-04,3.9,134,3115.64
1286,Drishya Mane,2022-11-17,4.35,161,1146.6
1287,Krish Mallick,2023-07-16,3.3,392,3189.78
1288,Raunak Doshi,2022-08-28,4.45,251,3591.42
1289,Faiyaz Keer,2023-03-08,3.05,316,2877
1290,Shaan Venkatesh,2023-02-05,4.2,406,2438.98
1291,Diya Sodhi,2023-06-20,3.88,307,1527.94
1292,Badal Karnik,2023-02-07,4.5,194,956.64
1293,Piya Bahri,2023-05-03,4.88,308,1974.49
1294,Miraya Dyal,2022-11-21,3.37,97,1402
1295,Anika Boase,2023-07-22,3.3,88,3313.55
1296,Vidur Dasgupta,2023-08-04,3.94,60,2404.13
1297,Mahika Bahri,2022-11-30,4.35,140,989.54
1298,Vidur Chadha,2023-04-02,3.84,117,3836.04
1299,Hansh Sood,2023-04-26,4.9,495,3841.41
1300,Sahil Vasa,2023-02-15,3.96,270,2982.72
1301,Hansh Sami,2022-11-09,3.77,59,4283.98
1302,Dhanuk Madan,2023-05-07,4.4,90,1715.02
1303,Romil Khosla,2023-09-06,4.8,322,2581.63
1304,Raghav Lata,2022-04-10,3.99,430,2256.02
1305,Shayak Kale,2023-11-02,3.19,70,3008.24
1306,Shlok Bedi,2023-11-07,3.57,389,3138.7
1307,Neysa Handa,2022-05-11,4.96,86,1525.55
1308,Anahi Dada,2022-09-10,3.95,438,4046.49
1309,Kavya Madan,2023-02-20,3.39,321,2483.77
1310,Ivana Chaudhry,2022-11-12,4.19,488,4691.27
1311,Gatik Luthra,2023-02-15,3.65,297,3715.77
1312,Arnav Deo,2022-10-23,4.8,263,1168.45
1313,Lavanya Bhattacharyya,2022-12-31,4.53,351,2581.61
1314,Myra Chaudhary,2023-04-29,3.42,393,2406.29
1315,Riaan Shetty,2023-03-06,4.02,283,4603.74
1316,Anvi Upadhyay,2022-01-10,4.39,101,1352.78
1317,Nakul Barad,2022-01-11,4.97,363,3808.48
1318,Miraan Viswanathan,2023-03-23,3.49,171,2517.02
1319,Prisha Tank,2023-02-06,4.05,285,1058.97
1320,Tanya Thaman,2023-03-17,3.97,384,578.23
1321,Charvi Dua,2022-11-26,3.88,95,1011.83
1322,Misha Karan,2023-12-05,3.02,265,3978.39
1323,Ranbir Dey,2023-02-22,4.1,291,4132.99
1324,Faiyaz Balasubramanian,2022-12-17,4.3,335,4890.31
1325,Vidur Venkataraman,2023-12-01,3.4,211,3768.78
1326,Mishti Kothari,2022-01-11,3.41,97,2205.52
1327,Jayant Korpal,2022-03-11,3.55,71,4448.82
1328,Dhanush Batta,2023-05-23,4.11,85,2505.04
1329,Nitya Rege,2022-10-28,3.54,435,1319.53
1330,Aarna Venkataraman,2023-06-06,3.9,80,4389.57
1331,Indranil Basak,2023-05-23,4.66,379,3713.75
1332,Azad Garde,2023-05-30,4.38,117,1633.22
1333,Dhruv Dara,2022-09-30,4.1,260,4129.55
1334,Jayesh Basu,2022-11-30,4.6,159,614.08
1335,Kiaan Upadhyay,2022-10-10,3.72,475,2047.6
1336,Ayesha Chana,2022-08-10,3.84,405,4028.18
1337,Sana Bhargava,2023-07-24,4.32,453,1020.94
1338,Prerak Savant,2023-05-05,4.52,357,724.7
1339,Samaira Toor,2023-06-04,4.41,381,1063.45
1340,Saanvi Venkatesh,2023-10-03,3.66,81,2976.52
1341,Devansh Dhar,2023-02-27,3.22,354,4903.92
1342,Zeeshan Vohra,2022-07-11,3.47,495,2252.83
1343,Amani Kannan,2023-02-03,3.54,433,1151.59
1344,Bhavin Soni,2023-06-04,3.03,280,4686.41
1345,Anahita Gill,2023-05-30,3.93,408,4951.56
1346,Riya Kanda,2023-09-06,3.01,105,2800.56
1347,Rohan Kalla,2022-09-19,3.04,494,557.4
1348,Elakshi Kannan,2022-09-28,4.13,328,4884.65
1349,Sara Tara,2022-08-16,3.54,70,4329.63
1350,Vaibhav Kaul,2023-05-08,4.44,363,679.15
1351,Kartik Buch,2023-04-28,4.07,401,1666.18
1352,Aniruddh Handa,2023-01-15,4.98,428,2385.62
1353,Neysa Atwal,2022-08-27,4.45,146,4154.28
1354,Shanaya Sridhar,2023-01-06,3.81,413,3990.77
1355,Aradhya Maharaj,2023-06-22,4.6,217,1784.09
1356,Dhanush Sangha,2023-04-03,3.04,319,4681.82
1357,Yashvi Mand,2023-05-14,3.19,90,3036.8
1358,Baiju Kant,2022-11-08,4.23,360,3638.81
1359,Kiara Borah,2023-07-03,4.26,401,3557.03
1360,Ishaan Viswanathan,2023-12-07,4.16,89,4275.73
1361,Vihaan Sathe,2023-05-03,4.99,359,528.22
1362,Sumer Swaminathan,2022-11-16,4.03,235,1601.84
1363,Piya Tata,2023-06-01,4.27,392,3063.92
1364,Parinaaz Ram,2023-05-27,3.48,190,1115.1
1365,Pranay Dash,2023-02-02,4.99,483,1857.79
1366,Jayant Swaminathan,2023-09-01,4.21,136,1403.12
1367,Vanya Ramesh,2023-03-04,3.66,176,3957.35
1368,Rania Brar,2022-08-13,3.56,206,1062.26
1369,Navya Agrawal,2023-04-03,4.35,273,1678.63
1370,Sumer Garg,2022-04-09,4.11,296,2013.76
1371,Jayan Ram,2023-10-01,3.07,88,761.79
1372,Urvi Sura,2022-08-09,3.02,202,3664.5
1373,Vedika Som,2023-05-22,4.97,212,3434.17
1374,Nitara Chawla,2022-08-20,4.64,76,3788.06
1375,Onkar D’Alia,2023-03-14,3.33,312,3723.49
1376,Armaan Salvi,2023-05-04,4.12,233,4292.61
1377,Divit Sura,2023-04-17,4.69,475,2071.76
1378,Indrans Ramanathan,2023-10-01,3.12,429,3486.65
1379,Devansh Vasa,2023-11-02,3.24,475,1624.32
1380,Mishti Khalsa,2023-07-19,3.08,421,3646.37
1381,Zara Dyal,2023-04-23,4.17,468,4915.95
1382,Stuvan Badal,2023-02-08,3.48,430,2849.63
1383,Purab Sane,2023-04-17,4.69,469,1047.53
1384,Indrajit Ghosh,2022-07-10,4.11,350,2721.69
1385,Amani Choudhry,2022-11-12,3.94,465,814.28
1386,Hunar Behl,2022-08-31,3.42,73,4081.5
1387,Urvi Chawla,2023-03-29,3.65,493,4426.52
1388,Shalv Borah,2023-06-18,3.02,484,3824.39
1389,Kavya Soman,2022-10-30,4.06,391,2967.47
1390,Neysa Rajagopal,2023-04-22,4.9,321,2895.14
1391,Shray Sagar,2022-09-27,4.63,236,988.19
1392,Seher Bhasin,2023-07-22,4.08,182,4314.67
1393,Indrans Zachariah,2023-02-23,4.08,409,1686.29
1394,Shray Jain,2022-09-14,4.76,462,1755.18
1395,Yashvi Solanki,2023-01-05,3.3,257,3733.24
1396,Anahita Tank,2023-05-19,4.2,209,4025.66
1397,Inaaya  Saha,2022-02-10,4.99,312,2519.39
1398,Charvi Hayre,2023-05-26,4.11,109,4292.17
1399,Anahi Ratti,2022-10-23,4.4,335,3853.46
1400,Rasha Sridhar,2023-01-04,4.99,485,2241.26
1401,Lakshit Ram,2023-02-18,3.94,439,2763.35
1402,Romil Basu,2023-03-22,4.41,98,3545.53
1403,Gatik Sahni,2023-03-21,4.06,165,3603.17
1404,Advik Chauhan,2022-09-09,4.87,97,1377.03
1405,Stuvan Subramaniam,2022-11-19,3.97,375,644.6
1406,Riya Yohannan,2023-03-27,4.86,465,3365.44
1407,Kiara Lal,2022-02-10,4.79,453,4479.57
1408,Nirvi Bhattacharyya,2023-02-17,3.77,141,632.16
1409,Vihaan Iyer,2022-09-21,3.65,458,504.79
1410,Suhana Sandal,2022-10-31,4.56,335,2921.2
1411,Zain Dugal,2022-08-21,3.12,384,4141.25
1412,Inaaya  Deshmukh,2023-04-28,4.54,263,4943.75
1413,Uthkarsh Rau,2023-01-28,3.55,193,2143.07
1414,Ranbir Bhasin,2023-03-23,4.91,143,1177.24
1415,Lakshit Dara,2022-09-22,3.27,496,2304.63
1416,Umang Chand,2022-09-24,3.5,195,2541.13
1417,Ryan Sethi,2022-08-26,3.87,344,3771.36
1418,Rohan Bansal,2023-05-06,3.22,490,3908.58
1419,Trisha Sheth,2022-12-15,4.19,105,2526.46
1420,Zeeshan Malhotra,2022-12-24,3.91,300,1383.11
1421,Kimaya Bhavsar,2023-02-20,3.53,277,2019.98
1422,Shray Sem,2023-02-24,4.4,452,4408.64
1423,Samarth Dora,2023-01-26,3.74,54,2471.13
1424,Rati Lanka,2023-09-01,3.23,315,1867.49
1425,Armaan Tak,2022-12-26,4.67,141,3285.13
1426,Shray Kibe,2023-11-04,3.66,138,3936.99
1427,Gatik Chakraborty,2023-12-04,4.24,136,1420.16
1428,Kanav Barad,2022-12-24,4.46,122,1269.89
1429,Ryan Saran,2023-05-01,4.77,93,4010.92
1430,Alisha Bir,2023-01-23,4.48,316,4895.69
1431,Zaina Koshy,2023-02-05,4.44,73,4176.8
1432,Abram Savant,2022-12-15,4.22,65,4315.37
1433,Kismat Jani,2023-03-05,4.52,116,3452.39
1434,Ela Sastry,2023-07-29,3.14,222,3887.68
1435,Devansh Dar,2022-03-10,3.71,440,1178.71
1436,Hunar Warrior,2022-10-13,4.41,332,3311.46
1437,Mannat Mannan,2023-06-18,3.64,412,2236.65
1438,Oorja Ghosh,2023-07-25,3.59,285,1117.82
1439,Lavanya Vyas,2022-11-11,4.71,308,2865.43
1440,Advik Mani,2023-10-01,3.18,457,2890.68
1441,Indranil Golla,2022-10-15,4.59,146,3848.75
1442,Samiha Apte,2023-02-19,4.72,219,4670.37
1443,Azad Bhardwaj,2023-04-30,4.19,237,1959.63
1444,Shamik Anand,2022-08-27,4.93,205,3505.4
1445,Biju Subramanian,2023-02-24,3.74,265,930.03
1446,Mishti Bhandari,2023-01-24,4.8,74,1304.4
1447,Urvi Zacharia,2022-09-26,3.52,476,1580.52
1448,Madhav Jain,2023-02-16,4.03,409,2887.53
1449,Advik Thaker,2023-09-07,3.51,134,2304.47
1450,Priyansh Kata,2022-12-22,4.55,406,1841.82
1451,Ira Mall,2022-11-11,3.47,485,3643.16
1452,Devansh Uppal,2023-01-26,4.6,391,3717.47
1453,Amira Krishnan,2022-10-19,3.35,188,4644.21
1454,Shayak Dyal,2023-04-05,3.35,114,1445.83
1455,Ryan Dube,2023-11-02,4.52,206,4208.9
1456,Samar Rajan,2022-10-30,4.57,97,799.15
1457,Charvi Kala,2023-11-03,4.16,118,1439.1
1458,Shray Borde,2023-04-04,4.61,153,4315.77
1459,Suhana Vig,2023-02-05,3.75,321,4846.86
1460,Ayesha Chahal,2022-08-11,3.89,455,4274.4
1461,Myra Maharaj,2023-01-26,4.27,322,1405.65
1462,Navya Lall,2023-11-01,4.38,452,1836.28
1463,Shamik Dyal,2023-01-04,3.9,430,3782.61
1464,Oorja Sibal,2023-01-19,3.78,378,689.95
1465,Anahi Ghose,2023-06-19,3.05,176,2494.06
1466,Dhruv Amble,2022-11-25,4.41,463,556.99
1467,Manikya Banik,2023-06-20,4.5,57,3842.88
1468,Anahita Sem,2023-05-16,3.36,99,4474.54
1469,Ayesha Chaudhari,2023-08-08,4.63,51,2490.21
1470,Nirvaan Keer,2023-02-15,4.88,97,2075.11
1471,Misha Goswami,2022-11-16,3.84,220,4811.66
1472,Kabir Varughese,2023-02-02,4.36,413,3650.39
1473,Yuvaan Sur,2023-11-04,4.37,293,1258.15
1474,Sana Suri,2023-05-26,3.99,318,4874.29
1475,Eshani Cheema,2022-08-21,3.94,440,3562.72
1476,Charvi Soni,2022-12-22,3.97,430,3590.27
1477,Bhavin Apte,2023-08-03,4.74,83,4588.76
1478,Kabir Ramakrishnan,2022-12-11,3.78,310,908.95
1479,Mehul Kaur,2023-04-28,4.21,108,1669.32
1480,Zoya Kala,2023-07-19,3.56,144,2835.06
1481,Pari Sha,2022-10-17,3.92,128,3345.08
1482,Urvi Jaggi,2022-10-11,4.03,328,2786.36
1483,Vivaan Loke,2023-07-20,4.89,301,4152.56
1484,Saanvi Ratti,2023-03-17,4.23,442,1209.95
1485,Rati Yadav,2023-02-25,4.89,471,4783.8
1486,Shanaya Swaminathan,2022-06-10,3.95,422,4271.85
1487,Ishita Jha,2023-06-14,3.44,387,1769.84
1488,Kiaan Ganguly,2022-10-29,3.08,141,1449.57
1489,Raunak Sama,2023-08-06,4,461,3692.03
1490,Mohanlal Hans,2023-05-31,4.99,372,1593.38
1491,Nishith Jaggi,2022-08-11,4.77,295,4005.71
1492,Aaryahi Chanda,2023-08-05,3.85,219,1131.07
1493,Aaryahi Edwin,2023-03-31,4.83,56,3793.24
1494,Shamik Cherian,2022-11-17,4.11,58,2440.61
1495,Keya Kurian,2023-01-20,4.82,171,595.4
1496,Nehmat Shere,2023-11-03,3.11,263,1246.85
1497,Vardaniya Desai,2022-12-10,4.13,349,3296.6
1498,Jayesh Dixit,2022-08-25,4.31,247,874.82
1499,Aarush Sarkar,2023-02-05,3.68,327,2923.93
1500,Nirvaan Kohli,2022-11-20,3.8,342,3287.59
1501,Rania Gara,2023-12-07,3.72,64,1414.02
1502,Jayant Lall,2022-07-11,3.65,157,2939.56
1503,Riya Kibe,2022-08-23,3.2,369,3809.24
1504,Gatik Tella,2023-09-01,3.27,344,1536.49
1505,Aarush Chahal,2022-09-17,4.49,108,4791.38
1506,Hiran Varghese,2023-04-15,3.03,335,1980.4
1507,Bhamini Krishna,2023-01-22,3.65,489,2520.84
1508,Shalv Rajagopalan,2022-10-13,4.12,258,4950.74
1509,Tara Borra,2023-11-03,3.22,338,2639.04
1510,Aaina Das,2022-12-16,3.48,388,1538.53
1511,Advika Reddy,2022-08-17,4.51,497,2597.74
1512,Tarini Zacharia,2023-02-23,3.68,305,4278.05
1513,Urvi Dugal,2022-09-29,4.32,365,3678.23
1514,Veer Mammen,2023-07-29,3.89,407,2664.01
1515,Dhanuk Sama,2022-09-28,3.93,196,2245.73
1516,Elakshi Dixit,2022-11-20,4.08,429,975.24
1517,Kartik Taneja,2022-05-09,3.05,487,1162.62
1518,Ira Gill,2022-01-12,3.32,429,3234.35
1519,Aaina Ramachandran,2022-09-27,3.24,244,3369.34
1520,Himmat Uppal,2023-07-01,3.49,325,2160.2
1521,Adira Ahluwalia,2022-08-23,3.13,449,3269.17
1522,Trisha Khurana,2022-10-24,3.94,112,2675.36
1523,Akarsh Chaudry,2022-10-23,3.36,356,1257.75
1524,Anya Balasubramanian,2022-10-12,4.84,148,540.73
1525,Umang Bains,2023-06-30,4.18,238,2949.57
1526,Farhan Choudhry,2023-10-05,4.15,454,4851.77
1527,Biju Biswas,2023-02-15,4.27,153,4041.31
1528,Rania De,2023-01-05,3.4,78,1135.89
1529,Sumer Dugal,2022-11-15,3.82,150,1952.82
1530,Hiran Das,2023-02-04,4.07,50,4233.49
1531,Ritvik Ravel,2023-02-17,4.34,487,1005.83
1532,Riya Rajan,2023-02-20,3.41,272,4145.77
1533,Indranil Balan,2022-11-28,3.26,386,4792.59
1534,Jayesh Vohra,2022-11-16,3.48,287,2869.54
1535,Dishani Hayre,2023-06-04,3.92,55,2160.54
1536,Alisha Sachdeva,2022-08-17,3.13,181,3425.45
1537,Vedika Ramakrishnan,2023-01-01,3.82,68,1276.1
1538,Aniruddh Bal,2022-12-31,4.98,370,3823.53
1539,Indranil Goswami,2023-12-07,3.66,65,1024.79
1540,Khushi Ganguly,2022-08-24,4.93,64,2340.19
1541,Taran Chatterjee,2022-02-09,3.22,118,3616.59
1542,Manjari Mahajan,2023-05-04,4.37,444,1252.07
1543,Indranil Arya,2022-11-11,4.53,124,4525.02
1544,Aaryahi Deshpande,2023-08-07,3.81,321,2931.85
1545,Nayantara Tak,2023-04-02,3.05,169,780.29
1546,Madhav Kala,2022-10-23,4.02,445,2119.25
1547,Manikya Mand,2023-03-24,3.96,231,880.44
1548,Vritika Tripathi,2023-08-08,3.3,76,1374.96
1549,Urvi Varkey,2023-09-07,3.39,494,881.58
1550,Anika Kunda,2023-05-17,3.66,405,919.81
1551,Pranay Tiwari,2023-02-05,3.18,290,3151.17
1552,Kashvi Magar,2023-03-31,4.15,274,2877.99
1553,Saanvi Walia,2022-08-26,3.87,135,1616.01
1554,Devansh Wable,2022-08-11,4.01,88,917.17
1555,Stuvan Sabharwal,2022-12-11,3.35,414,735.21
1556,Zain Sant,2022-12-22,4.53,221,4076.22
1557,Nehmat Thaman,2023-04-24,4.87,401,2210.81
1558,Shaan Baria,2022-11-23,3.41,161,2464.57
1559,Aarush Sha,2022-03-10,3.17,162,2815.22
1560,Jayesh Andra,2022-12-14,4.74,342,1552.54
1561,Rasha Kunda,2023-06-14,4.89,251,2755.92
1562,Anay Batta,2023-06-13,4.18,322,823.37
1563,Elakshi Hari,2022-07-10,3.08,229,1466.14
1564,Urvi Viswanathan,2022-12-12,3.64,152,2703.1
1565,Taimur Gour,2023-03-24,4.59,60,4713.36
1566,Lagan Balan,2022-06-09,3.74,419,2661.42
1567,Badal Chaudhary,2023-02-05,3.85,109,4016.63
1568,Saksham Keer,2023-06-29,3.04,331,1562.84
1569,Lagan Dani,2023-04-16,3.08,455,4818.49
1570,Kismat Vig,2023-07-25,4.78,312,3939.83
1571,Hunar Ravel,2022-10-19,3.49,436,4774.56
1572,Lakshit Doctor,2023-04-29,4.45,324,4393.05
1573,Lakshit Krish,2022-08-14,3.38,109,710
1574,Rhea Dara,2022-08-22,3.43,243,2539.62
1575,Shalv Solanki,2023-04-29,3.74,473,2179.33
1576,Vanya Ray,2023-07-21,4.9,483,3224.14
1577,Jayesh Ghose,2023-05-24,3.08,130,3971.76
1578,Anaya Dutt,2023-11-02,3.93,411,2733.54
1579,Bhamini Tiwari,2022-11-10,3.41,444,2946.97
1580,Prerak Roy,2022-03-12,4.53,158,1867.89
1581,Ehsaan Ganesan,2023-03-08,3.21,390,4011.32
1582,Baiju Sha,2022-03-11,3.13,437,4804.04
1583,Adah Sekhon,2023-02-26,4.83,299,697.85
1584,Vihaan Subramaniam,2022-08-28,4.02,114,807.22
1585,Ehsaan Ramanathan,2023-06-17,4.72,486,3087.93
1586,Zaina Shan,2023-06-24,4.82,291,615.1
1587,Hansh Butala,2023-04-27,3.1,142,2267.29
1588,Taimur Baria,2022-12-09,4.77,459,3748.35
1589,Farhan Gera,2023-04-19,3.33,263,1778.57
1590,Samar Singh,2022-08-19,3.48,297,4072.43
1591,Gatik Korpal,2023-08-06,3.07,363,1482.9
1592,Samiha Som,2022-10-25,3.33,122,3434.95
1593,Sana Kumar,2023-07-27,4.35,136,1239.86
1594,Sana Jhaveri,2022-10-19,3.33,180,4495.39
1595,Khushi Guha,2023-03-01,3.2,253,3312.51
1596,Eva Wagle,2023-04-23,4.04,449,3634.6
1597,Mamooty Goda,2022-12-12,3.88,160,2228.37
1598,Vivaan Kaur,2022-09-15,4.39,252,4894.88
1599,Saanvi Contractor,2022-11-14,4.61,250,3589.76
